Name,Age,Department,Salary,Performance_Score,Years_At_Company
Lina,29.0,Finance,68648,60.0,13
Khalid,26.0,Finance,44096,87.0,3
Khalid,35.0,HR,104279,,6
Zara,22.0,Finance,37391,100.0,5
Ali,29.0,HR,104891,89.0,7
Lina,23.0,HR,92830,66.0,14
Noor,35.0,IT,100783,81.0,10
Ali,29.0,Finance,70286,85.0,13
Zara,25.0,HR,101826,88.0,5
Omar,33.0,IT,67595,84.0,10
Ali,19.0,Marketing,92740,69.0,9
Ali,31.0,IT,80929,79.0,6
Fahad,36.0,IT,62827,73.0,9
Sara,31.0,HR,56209,92.0,13
Fahad,27.0,Sales,110752,64.0,9
Mona,24.0,Sales,103396,,4
Khalid,35.0,Sales,108961,81.0,5
Khalid,35.0,IT,43806,76.0,0
Sara,27.0,HR,55406,74.0,2
Hassan,27.0,Finance,64360,98.0,11
Hassan,36.0,IT,110000,,7
Zara,33.0,IT,68865,87.0,2
Sara,21.0,HR,36458,61.0,13
Ali,29.0,Marketing,39151,77.0,0
Hassan,29.0,IT,84869,86.0,2
Lina,31.0,Marketing,102024,80.0,11
Noor,30.0,Marketing,54541,82.0,3
Ali,27.0,Sales,51803,66.0,7
Mona,31.0,HR,73183,78.0,8
Lina,28.0,Marketing,74776,68.0,3
Lina,47.0,HR,92323,71.0,12
Sara,31.0,Sales,41170,89.0,11
Zara,30.0,HR,112966,66.0,6
Mona,39.0,IT,77284,61.0,0
Hassan,23.0,Marketing,39260,76.0,8
Sara,29.0,HR,37636,70.0,10
Hassan,25.0,Finance,66108,71.0,11
Sara,33.0,HR,45941,62.0,3
Sara,28.0,Marketing,98971,80.0,13
Sara,33.0,Sales,58355,73.0,13
Zara,33.0,Sales,102836,74.0,8
Sara,34.0,Marketing,117719,100.0,13
Omar,33.0,IT,63733,69.0,2
Noor,29.0,IT,37444,95.0,14
Hassan,23.0,Sales,118598,69.0,10
Ali,35.0,Sales,44610,76.0,12
Fahad,37.0,Marketing,96036,84.0,14
Mona,25.0,IT,34554,86.0,4
Khalid,34.0,Sales,55545,,0
Zara,24.0,IT,80139,70.0,10
Ali,31.0,Sales,91971,72.0,2
Lina,32.0,HR,76059,60.0,4
Omar,28.0,Finance,36771,90.0,14
Khalid,30.0,HR,113035,92.0,5
Fahad,34.0,Sales,99468,80.0,12
Ali,29.0,Finance,56055,75.0,7
Khalid,,Finance,67202,98.0,0
Ali,,Sales,57700,82.0,14
Omar,28.0,Sales,33567,69.0,2
Fahad,24.0,IT,97194,92.0,0
Lina,28.0,Sales,72836,81.0,4
Sara,28.0,Marketing,56627,100.0,7
Hassan,34.0,Sales,68568,65.0,3
Lina,30.0,Marketing,50760,95.0,12
Sara,43.0,Sales,59985,69.0,10
Zara,20.0,IT,109944,75.0,8
Noor,32.0,Marketing,70785,72.0,5
Mona,28.0,HR,65583,,5
Mona,25.0,Marketing,63738,63.0,10
Hassan,30.0,IT,54204,79.0,4
Fahad,29.0,Marketing,108821,81.0,12
Omar,35.0,Sales,46643,88.0,9
Fahad,30.0,Sales,100561,75.0,4
Omar,27.0,IT,67126,,10
Fahad,32.0,Finance,88126,89.0,6
Noor,29.0,Sales,112424,89.0,7
Zara,24.0,HR,75258,62.0,6
Zara,29.0,IT,64527,83.0,0
Sara,31.0,Marketing,53898,96.0,0
Khalid,30.0,Marketing,109923,72.0,9
Zara,32.0,HR,86912,91.0,5
Zara,27.0,Sales,76435,96.0,2
Lina,32.0,IT,33794,71.0,12
Lina,31.0,HR,99126,67.0,11
Sara,31.0,Sales,44698,83.0,8
Khalid,30.0,IT,42332,75.0,10
Hassan,41.0,Marketing,39593,91.0,6
Lina,36.0,IT,88132,93.0,1
Hassan,31.0,Finance,41036,94.0,11
Ali,26.0,IT,109908,91.0,13
Lina,29.0,Finance,83164,76.0,2
Noor,38.0,IT,49351,61.0,7
Khalid,27.0,Finance,88413,85.0,12
Sara,29.0,Marketing,48059,76.0,13
Ali,29.0,Sales,57188,97.0,14
Khalid,32.0,Finance,97852,61.0,0
Noor,28.0,Finance,111795,67.0,14
Khalid,31.0,Marketing,41829,65.0,4
Noor,28.0,Finance,103673,68.0,9
Noor,37.0,HR,54502,60.0,0
Hassan,27.0,Marketing,57204,64.0,11
Fahad,35.0,HR,31265,98.0,8
Ali,27.0,Marketing,65751,68.0,6
Khalid,26.0,Finance,117821,73.0,4
Omar,26.0,HR,54315,86.0,5
Ali,,Finance,77457,68.0,10
Fahad,32.0,Marketing,76875,95.0,14
Ali,24.0,Finance,90359,88.0,2
Zara,28.0,HR,73420,,2
Omar,34.0,HR,63379,74.0,6
Fahad,34.0,Finance,94102,,6
Hassan,23.0,IT,84664,62.0,6
Khalid,32.0,Marketing,100960,82.0,1
Mona,36.0,Marketing,105475,68.0,1
Fahad,27.0,Finance,89469,89.0,10
Sara,33.0,IT,64396,78.0,11
Khalid,24.0,HR,43176,97.0,4
Fahad,32.0,Sales,95036,62.0,3
Zara,31.0,Sales,37907,62.0,14
Mona,33.0,Finance,33372,93.0,6
Zara,33.0,IT,57572,61.0,2
Mona,23.0,IT,54592,86.0,4
Sara,31.0,Marketing,43102,82.0,1
Khalid,37.0,HR,55642,91.0,0
Hassan,19.0,IT,33139,94.0,8
Zara,35.0,Sales,107179,99.0,12
Zara,38.0,HR,48643,77.0,3
Noor,23.0,HR,90117,86.0,7
Mona,27.0,Finance,58780,70.0,12
Lina,33.0,IT,112203,98.0,11
Khalid,26.0,Finance,90332,78.0,6
Mona,37.0,IT,60632,,13
Noor,35.0,Marketing,68493,66.0,11
Ali,23.0,Finance,78352,90.0,0
Mona,26.0,Finance,59408,61.0,9
Hassan,34.0,Sales,119838,97.0,10
Khalid,34.0,Finance,117157,64.0,6
Noor,,IT,108755,73.0,1
Ali,26.0,Sales,55939,77.0,2
Omar,37.0,Finance,76880,95.0,13
Noor,25.0,Finance,66843,63.0,0
Omar,33.0,Marketing,108314,83.0,6
Khalid,34.0,Finance,68930,72.0,2
Zara,15.0,HR,59870,80.0,5
Noor,35.0,Sales,117657,92.0,14
Sara,37.0,HR,88144,79.0,11
Omar,35.0,Sales,88103,64.0,12
Hassan,40.0,Marketing,70770,83.0,6
Sara,35.0,Finance,60158,94.0,14
Fahad,,Finance,118992,89.0,2
Fahad,36.0,Finance,77401,87.0,1
Ali,27.0,Sales,42992,66.0,8
Zara,30.0,Finance,55390,94.0,8
Khalid,34.0,HR,75858,89.0,14
Noor,32.0,Finance,46756,93.0,6
Lina,37.0,Marketing,51971,98.0,13
Hassan,42.0,HR,37071,68.0,4
Omar,24.0,Finance,76517,71.0,3
Khalid,28.0,Finance,114811,88.0,14
Sara,32.0,IT,36586,69.0,3
Fahad,28.0,Sales,49703,86.0,0
Hassan,30.0,HR,106177,78.0,3
Lina,34.0,IT,66735,72.0,14
Noor,33.0,Marketing,96358,96.0,6
Ali,31.0,Sales,69648,91.0,13
Lina,31.0,HR,42129,74.0,4
Hassan,29.0,Finance,111079,80.0,8
Lina,37.0,HR,66656,62.0,3
Hassan,38.0,Finance,59665,67.0,10
Hassan,35.0,Sales,43499,65.0,2
Mona,24.0,Finance,105888,88.0,5
Omar,29.0,Marketing,49654,78.0,3
Fahad,31.0,Finance,105653,76.0,10
Mona,25.0,Marketing,116613,69.0,12
Noor,30.0,Sales,99529,92.0,1
Mona,30.0,Sales,48982,72.0,4
Zara,35.0,HR,111848,86.0,13
Zara,28.0,Marketing,109874,71.0,12
Fahad,36.0,Marketing,60173,61.0,3
Lina,25.0,IT,67525,69.0,14
Omar,26.0,IT,57328,80.0,4
Fahad,28.0,IT,41360,82.0,11
Hassan,30.0,Finance,52625,60.0,8
Sara,18.0,IT,74894,92.0,3
Omar,32.0,Marketing,46471,85.0,5
Omar,39.0,Finance,69883,74.0,3
Hassan,33.0,Sales,32703,81.0,0
Hassan,29.0,HR,106687,84.0,14
Ali,25.0,IT,81570,60.0,1
Fahad,21.0,Sales,99683,85.0,5
Hassan,22.0,Marketing,95524,80.0,7
Zara,29.0,HR,64515,100.0,8
Noor,41.0,Sales,103768,83.0,3
Sara,16.0,HR,45151,98.0,5
Fahad,34.0,IT,105866,75.0,2
Khalid,27.0,Marketing,79190,91.0,11
Zara,28.0,HR,106812,75.0,8
Lina,25.0,Sales,86195,72.0,7
Hassan,23.0,IT,94108,,11
Khalid,31.0,IT,48535,100.0,14
Hassan,31.0,Sales,73050,83.0,0
Omar,33.0,Sales,62976,72.0,12
Zara,22.0,HR,30599,70.0,1
Omar,34.0,Finance,87948,74.0,9
Ali,34.0,IT,89867,69.0,13
Omar,32.0,HR,33709,100.0,8
Ali,,Sales,54110,62.0,9
Ali,32.0,HR,79365,75.0,2
Khalid,29.0,Sales,35723,76.0,13
Hassan,35.0,Marketing,85704,84.0,2
Lina,28.0,Sales,57394,89.0,9
Omar,31.0,Sales,94120,94.0,8
Zara,21.0,Sales,40316,96.0,13
Ali,32.0,Finance,52622,72.0,2
Hassan,26.0,Sales,54844,83.0,14
Sara,33.0,IT,81560,97.0,9
Fahad,34.0,IT,89921,85.0,11
Khalid,27.0,HR,51162,68.0,10
Lina,30.0,Finance,58833,78.0,4
Mona,,HR,47206,87.0,5
Khalid,32.0,IT,81747,66.0,2
Sara,,IT,105827,81.0,13
Fahad,33.0,Marketing,107195,89.0,9
Sara,28.0,Sales,85387,96.0,7
Omar,38.0,IT,55226,75.0,1
Ali,34.0,HR,36500,95.0,5
Lina,37.0,HR,31634,64.0,1
Noor,32.0,Sales,44059,88.0,8
Ali,32.0,Sales,100350,82.0,5
Noor,29.0,Marketing,34076,65.0,8
Fahad,28.0,Finance,68210,95.0,13
Hassan,35.0,HR,55931,92.0,3
Mona,31.0,Sales,62007,100.0,11
Zara,29.0,HR,52744,75.0,2
Ali,25.0,Sales,60396,93.0,1
Lina,38.0,IT,118619,85.0,7
Sara,31.0,HR,79954,96.0,3
Lina,24.0,IT,96038,72.0,1
Fahad,30.0,HR,42756,76.0,10
Noor,29.0,Finance,109798,91.0,8
Sara,29.0,Marketing,40605,91.0,11
Zara,33.0,IT,52416,87.0,7
Zara,29.0,Sales,86558,88.0,4
Ali,28.0,Finance,67487,84.0,7
Fahad,37.0,HR,32870,81.0,4
Hassan,21.0,IT,34758,86.0,12
Fahad,30.0,HR,68736,97.0,6
Noor,35.0,HR,107195,,4
Lina,33.0,HR,95138,83.0,12
Zara,35.0,Marketing,80250,67.0,4
Lina,40.0,Marketing,70558,73.0,12
Lina,38.0,Sales,83092,98.0,3
Lina,,IT,105121,73.0,12
Zara,22.0,Finance,85604,64.0,13
Khalid,32.0,Finance,67039,,13
Omar,23.0,Finance,99859,74.0,4
Noor,20.0,HR,78745,95.0,6
Khalid,32.0,Marketing,35461,92.0,2
Noor,33.0,IT,70831,76.0,3
Sara,39.0,HR,81137,79.0,7
Fahad,34.0,Marketing,64030,60.0,5
Fahad,40.0,Marketing,35731,75.0,7
Mona,32.0,IT,51500,77.0,10
Fahad,24.0,IT,105439,69.0,1
Zara,34.0,IT,63117,82.0,12
Hassan,37.0,HR,61174,77.0,8
Ali,32.0,Sales,63208,68.0,6
Mona,37.0,IT,114728,89.0,14
Ali,29.0,Sales,109435,72.0,14
Noor,33.0,HR,114482,90.0,12
Ali,29.0,Sales,98688,72.0,4
Ali,42.0,Finance,55960,91.0,10
Mona,34.0,Sales,40247,76.0,14
Sara,24.0,IT,56038,62.0,14
Lina,39.0,HR,57770,60.0,6
Fahad,26.0,IT,102485,64.0,1
Fahad,30.0,Finance,94654,91.0,10
Zara,32.0,IT,97741,84.0,3
Mona,33.0,IT,87773,64.0,6
Zara,32.0,IT,113391,96.0,1
Hassan,24.0,Marketing,82633,82.0,7
Hassan,32.0,Finance,49564,71.0,13
Zara,36.0,IT,108669,93.0,9
Mona,35.0,IT,48114,82.0,9
Zara,23.0,IT,62803,75.0,10
Fahad,27.0,HR,89341,64.0,4
Khalid,25.0,Marketing,53545,87.0,12
Omar,32.0,HR,92759,65.0,4
Ali,22.0,Marketing,106488,72.0,7
Omar,24.0,IT,98071,89.0,12
Mona,27.0,Finance,83866,85.0,12
Omar,21.0,Sales,100499,76.0,11
Hassan,30.0,Sales,108243,68.0,0
Noor,19.0,IT,93153,75.0,5
Ali,32.0,HR,42860,77.0,1
Lina,28.0,Finance,109783,72.0,0
Mona,27.0,Marketing,112946,88.0,11
Ali,28.0,IT,47670,83.0,14
Omar,30.0,Finance,114766,72.0,14
Hassan,33.0,Finance,71280,84.0,12
Sara,37.0,Marketing,119694,100.0,6
Khalid,35.0,Finance,91439,60.0,11
Lina,41.0,HR,109423,,13
Khalid,33.0,HR,65061,63.0,13
Ali,31.0,HR,80764,87.0,3
Hassan,28.0,Finance,53810,71.0,14
Hassan,28.0,HR,75588,83.0,0
Omar,33.0,Marketing,45933,68.0,9
Fahad,25.0,Finance,60034,94.0,10
Omar,31.0,Sales,31947,97.0,10
Fahad,30.0,Finance,49715,94.0,5
Fahad,26.0,Marketing,60956,92.0,9
Lina,25.0,Sales,117180,94.0,12
Omar,43.0,Finance,110846,79.0,11
Sara,23.0,HR,117986,61.0,14
Zara,30.0,IT,46303,85.0,12
Zara,36.0,IT,54031,72.0,5
Omar,33.0,HR,117389,89.0,11
Omar,28.0,IT,47977,91.0,2
Khalid,24.0,IT,72707,95.0,13
Lina,31.0,HR,44465,78.0,5
Omar,17.0,HR,105761,81.0,9
Khalid,31.0,Finance,46640,60.0,8
Fahad,30.0,Finance,61535,,5
Hassan,35.0,HR,69280,85.0,0
Hassan,24.0,Marketing,32991,78.0,9
Fahad,28.0,IT,47801,78.0,5
Mona,32.0,Finance,119680,71.0,7
Khalid,31.0,IT,37965,62.0,6
Khalid,23.0,Sales,43730,,13
Fahad,27.0,HR,59553,64.0,7
Sara,37.0,Marketing,38301,83.0,10
Noor,,Sales,48936,73.0,11
Ali,22.0,Sales,44155,97.0,7
Fahad,34.0,Sales,116653,62.0,14
Omar,22.0,HR,78848,65.0,8
Omar,28.0,Finance,32042,71.0,2
Lina,33.0,HR,48565,70.0,6
Fahad,36.0,Finance,77602,98.0,5
Lina,18.0,Sales,67260,85.0,1
Fahad,34.0,Sales,66326,60.0,4
Khalid,34.0,Marketing,72581,75.0,2
Ali,27.0,Finance,33658,68.0,10
Khalid,30.0,Sales,111855,64.0,4
Noor,15.0,IT,114614,67.0,13
Hassan,16.0,Marketing,67548,80.0,10
Zara,36.0,HR,49668,92.0,8
Fahad,27.0,Marketing,70285,98.0,13
Noor,28.0,IT,52546,79.0,7
Hassan,31.0,Finance,67874,,8
Mona,28.0,HR,81318,72.0,8
Ali,28.0,HR,67165,98.0,10
Lina,32.0,Finance,92970,70.0,7
Lina,23.0,Marketing,86820,77.0,13
Khalid,36.0,Sales,75411,89.0,7
Omar,29.0,Marketing,110358,92.0,10
Hassan,25.0,IT,115312,62.0,10
Mona,24.0,Sales,105998,60.0,5
Noor,30.0,Marketing,66479,95.0,5
Ali,28.0,Finance,69906,65.0,13
Hassan,22.0,IT,103198,96.0,14
Mona,27.0,IT,102940,88.0,5
Zara,26.0,IT,72605,70.0,9
Fahad,36.0,Sales,39542,72.0,5
Lina,31.0,HR,111440,70.0,12
Noor,38.0,Sales,57774,97.0,13
Lina,26.0,Marketing,38556,84.0,10
Noor,29.0,HR,76123,74.0,12
Khalid,32.0,Marketing,108342,72.0,14
Omar,33.0,HR,72586,92.0,11
Noor,34.0,Sales,44864,72.0,8
Lina,,IT,88989,97.0,9
Khalid,26.0,Finance,86093,83.0,12
Noor,28.0,IT,63749,79.0,14
Zara,37.0,Sales,89739,76.0,0
Omar,25.0,HR,72996,83.0,9
Noor,27.0,IT,47305,85.0,5
Khalid,34.0,Sales,107474,99.0,7
Hassan,33.0,Marketing,46318,91.0,14
Sara,33.0,Finance,82810,88.0,0
Mona,30.0,IT,115915,73.0,14
Sara,25.0,HR,67820,96.0,10
Sara,,Marketing,91800,81.0,10
Ali,36.0,Sales,100942,93.0,5
Zara,34.0,Finance,50661,86.0,8
Hassan,23.0,HR,113394,87.0,5
Fahad,34.0,Sales,60816,81.0,13
Noor,37.0,Sales,42850,62.0,1
Mona,30.0,IT,108137,81.0,0
Omar,32.0,IT,95057,80.0,3
Hassan,35.0,HR,69866,75.0,5
Lina,27.0,Sales,56644,68.0,9
Fahad,42.0,IT,82919,72.0,9
Ali,36.0,Finance,57428,69.0,8
Ali,33.0,Finance,88491,80.0,4
Hassan,30.0,Sales,63380,99.0,6
Khalid,32.0,IT,102822,66.0,5
Sara,22.0,HR,105604,81.0,5
Lina,40.0,HR,105341,77.0,8
Ali,36.0,HR,33017,80.0,4
Mona,37.0,Finance,116708,73.0,1
Ali,30.0,IT,39926,69.0,7
Omar,28.0,IT,74508,92.0,14
Noor,27.0,Finance,53486,68.0,10
Ali,34.0,HR,59511,77.0,13
Omar,27.0,HR,40002,72.0,2
Hassan,29.0,Sales,78586,76.0,14
Hassan,33.0,Marketing,98737,,13
Fahad,27.0,IT,94668,84.0,14
Ali,,IT,57048,75.0,8
Mona,30.0,IT,70324,83.0,13
Ali,22.0,Marketing,96877,90.0,4
Mona,27.0,Sales,109517,70.0,13
Zara,37.0,Marketing,104232,82.0,0
Fahad,25.0,HR,44525,100.0,14
Zara,34.0,HR,82634,98.0,3
Ali,31.0,IT,91491,81.0,8
Fahad,29.0,Finance,35565,92.0,0
Zara,43.0,IT,110483,100.0,7
Sara,24.0,Finance,102053,77.0,7
Ali,26.0,Marketing,44287,73.0,8
Zara,30.0,HR,107365,87.0,8
Sara,42.0,Finance,32422,70.0,12
Sara,30.0,Marketing,59060,83.0,5
Hassan,31.0,HR,71633,95.0,12
Ali,28.0,Finance,101521,78.0,4
Sara,32.0,IT,43790,72.0,11
Hassan,29.0,IT,55168,92.0,11
Zara,33.0,IT,54019,78.0,13
Omar,34.0,Marketing,73739,91.0,13
Ali,29.0,IT,33668,74.0,6
Fahad,24.0,Sales,106280,70.0,8
Mona,30.0,HR,58754,82.0,4
Mona,37.0,Marketing,85614,,11
Zara,26.0,IT,115058,81.0,2
Khalid,32.0,HR,34509,77.0,8
Khalid,24.0,Finance,32500,66.0,14
Zara,25.0,IT,105440,92.0,9
Sara,37.0,HR,56921,62.0,12
Ali,33.0,Sales,84551,87.0,0
Mona,32.0,Finance,46683,60.0,13
Mona,18.0,Sales,107952,96.0,0
Sara,27.0,HR,44833,81.0,9
Mona,,Sales,48290,78.0,13
Fahad,23.0,HR,44003,73.0,10
Ali,28.0,HR,101656,62.0,11
Noor,34.0,Sales,71253,78.0,3
Mona,22.0,HR,109787,92.0,1
Zara,22.0,IT,81025,80.0,6
Fahad,23.0,HR,118022,60.0,1
Mona,32.0,Marketing,101708,85.0,14
Fahad,27.0,HR,52706,69.0,6
Hassan,34.0,Marketing,114008,94.0,7
Noor,31.0,HR,117231,72.0,11
Lina,39.0,HR,72732,65.0,10
Zara,24.0,Sales,106591,65.0,7
Zara,32.0,IT,62716,94.0,2
Ali,26.0,IT,36880,75.0,8
Fahad,33.0,Finance,58949,100.0,9
Sara,,Sales,115346,67.0,9
Zara,25.0,Sales,96064,62.0,9
Fahad,29.0,IT,73093,64.0,5
Fahad,30.0,Sales,113844,80.0,3
Omar,27.0,IT,52844,90.0,7
Omar,34.0,Sales,52360,73.0,3
Lina,25.0,HR,117941,96.0,3
Hassan,40.0,IT,112782,78.0,10
Lina,35.0,IT,73322,96.0,7
Mona,32.0,Marketing,50704,79.0,3
Sara,44.0,Sales,82646,61.0,0
Mona,28.0,Sales,78181,66.0,5
Khalid,33.0,IT,60589,92.0,11
Mona,31.0,HR,117972,65.0,7
Ali,34.0,HR,113562,66.0,13
Mona,37.0,HR,111229,77.0,13
Lina,33.0,Sales,39212,88.0,2
Zara,35.0,Marketing,43850,78.0,1
Zara,27.0,IT,69767,84.0,5
Omar,29.0,Finance,37322,63.0,0
Sara,38.0,Marketing,65911,72.0,10
Sara,33.0,Finance,76580,91.0,4
Ali,31.0,Marketing,80622,86.0,5
Lina,26.0,HR,35678,93.0,7
Omar,35.0,Sales,95265,87.0,6
Khalid,26.0,Finance,96918,68.0,5
Sara,25.0,Marketing,51780,67.0,1
Zara,31.0,Sales,57506,80.0,11
Mona,18.0,Finance,72296,89.0,7
Mona,33.0,IT,69882,88.0,7
Omar,32.0,Marketing,90510,68.0,10
Lina,,IT,72202,72.0,4
Lina,29.0,HR,31705,77.0,2
Hassan,29.0,IT,101533,97.0,11
Noor,26.0,IT,117983,81.0,10
Sara,31.0,Marketing,70730,90.0,7
Lina,29.0,HR,110071,94.0,4
Zara,31.0,IT,61051,69.0,2
Omar,29.0,Sales,107665,68.0,8
Khalid,28.0,Finance,80467,90.0,8
Hassan,31.0,IT,60785,,11
Fahad,34.0,HR,59402,83.0,14
Ali,27.0,IT,32704,100.0,6
Khalid,32.0,Finance,57027,67.0,12
Fahad,33.0,HR,89092,79.0,7
Mona,24.0,Marketing,35725,76.0,12
Ali,35.0,HR,94105,87.0,4
Sara,40.0,Marketing,55223,65.0,4
Zara,30.0,HR,57384,92.0,4
Ali,29.0,Finance,92993,87.0,14
Noor,29.0,Finance,60027,60.0,1
Fahad,33.0,HR,42767,100.0,2
Sara,33.0,IT,117017,94.0,7
Noor,22.0,Finance,48354,83.0,13
Mona,26.0,Marketing,78777,65.0,12
Noor,33.0,Marketing,114682,,14
Hassan,29.0,Sales,51901,68.0,5
Hassan,24.0,Marketing,79966,96.0,8
Omar,38.0,Sales,98637,,6
Khalid,26.0,HR,46515,93.0,13
Khalid,30.0,HR,54806,94.0,14
Sara,29.0,HR,33573,94.0,5
Mona,25.0,IT,71941,79.0,14
Lina,31.0,IT,73915,82.0,10
Hassan,32.0,Sales,83780,94.0,13
Sara,28.0,Marketing,35060,82.0,3
Lina,28.0,Marketing,79094,63.0,6
Khalid,33.0,HR,86899,69.0,3
Omar,20.0,Finance,85421,70.0,6
Noor,26.0,IT,75610,99.0,4
Hassan,31.0,IT,40933,68.0,1
Sara,27.0,HR,102168,99.0,6
Ali,27.0,IT,73898,71.0,7
Lina,35.0,HR,118509,76.0,9
Noor,27.0,Sales,35589,91.0,10
Hassan,,Marketing,41612,82.0,1
Khalid,21.0,Finance,77611,74.0,5
Mona,19.0,Marketing,48888,87.0,3
Lina,34.0,Marketing,49417,97.0,4
Khalid,25.0,Sales,91323,64.0,0
Hassan,25.0,IT,107551,99.0,5
Lina,35.0,Finance,75440,77.0,11
Noor,28.0,IT,65744,80.0,11
Hassan,35.0,Marketing,113391,74.0,10
Fahad,27.0,HR,41891,62.0,13
Sara,32.0,Marketing,102131,85.0,14
Noor,,IT,92093,74.0,7
Lina,25.0,Marketing,80294,79.0,1
Mona,39.0,HR,58557,80.0,0
Khalid,36.0,Sales,117472,85.0,8
Ali,26.0,IT,91166,100.0,14
Khalid,29.0,Marketing,113817,82.0,1
Lina,37.0,IT,32192,84.0,7
Khalid,25.0,Sales,75032,63.0,14
Sara,25.0,Marketing,79851,69.0,4
Hassan,32.0,Marketing,72861,81.0,1
Ali,41.0,IT,64946,62.0,4
Zara,30.0,IT,79884,78.0,8
Lina,35.0,HR,76360,90.0,5
Omar,25.0,Sales,93252,68.0,2
Zara,32.0,HR,71472,88.0,11
Khalid,,Marketing,65455,96.0,7
Lina,39.0,IT,58672,66.0,13
Fahad,38.0,Marketing,33756,97.0,0
Omar,41.0,Marketing,118454,83.0,8
Ali,27.0,Finance,100030,67.0,8
Mona,30.0,Finance,88151,93.0,3
Fahad,32.0,Marketing,64047,85.0,12
Zara,27.0,IT,102074,87.0,7
Hassan,31.0,Marketing,92391,87.0,10
Sara,35.0,Finance,32221,,13
Mona,27.0,IT,35164,62.0,13
Fahad,26.0,Marketing,63622,81.0,10
Hassan,26.0,Sales,65980,97.0,2
Hassan,23.0,Sales,81738,77.0,12
Lina,34.0,Marketing,114688,71.0,5
Fahad,26.0,IT,109921,90.0,9
Ali,26.0,Marketing,53612,98.0,9
Khalid,33.0,Marketing,108066,64.0,7
Omar,30.0,Finance,98876,100.0,10
Omar,27.0,Sales,90572,88.0,8
Zara,34.0,Finance,118660,95.0,7
Zara,27.0,Finance,63043,73.0,8
Omar,19.0,Marketing,107831,77.0,3
Ali,37.0,Finance,115783,66.0,9
Sara,26.0,Sales,96250,82.0,0
Noor,26.0,Finance,68822,92.0,6
Khalid,26.0,Sales,89424,75.0,10
Sara,30.0,Finance,96345,96.0,11
Lina,29.0,Sales,82878,84.0,9
Noor,35.0,Finance,94963,68.0,3
Noor,38.0,Finance,115898,87.0,0
Fahad,27.0,IT,30036,68.0,2
Ali,25.0,Sales,62402,71.0,6
Ali,27.0,Sales,40273,77.0,10
Noor,32.0,Sales,55030,86.0,2
Fahad,29.0,HR,82460,85.0,0
Khalid,27.0,Finance,106939,85.0,6
Noor,24.0,Sales,110573,69.0,7
Mona,19.0,HR,49039,,14
Zara,,IT,44017,91.0,4
Zara,36.0,Sales,112901,,5
Sara,32.0,Sales,69215,67.0,13
Lina,29.0,HR,42583,89.0,2
Zara,,Finance,62919,85.0,13
Hassan,24.0,IT,77025,83.0,4
Sara,30.0,Sales,74254,86.0,2
Zara,21.0,Finance,76275,74.0,12
Lina,32.0,IT,87943,87.0,1
Ali,31.0,Marketing,39514,70.0,13
Ali,31.0,Marketing,68416,98.0,6
Khalid,36.0,IT,31511,61.0,9
Noor,,HR,48642,68.0,10
Mona,24.0,IT,112151,82.0,6
Ali,36.0,IT,81894,92.0,11
Fahad,29.0,HR,54225,78.0,7
Zara,20.0,HR,50846,72.0,11
Fahad,,Finance,59152,73.0,0
Lina,33.0,Finance,96107,91.0,1
Ali,25.0,HR,80354,81.0,1
Mona,37.0,Marketing,56188,79.0,11
Lina,25.0,Marketing,90910,92.0,2
Hassan,28.0,IT,72530,64.0,6
Hassan,27.0,Sales,108753,79.0,6
Fahad,21.0,IT,71999,73.0,6
Noor,25.0,IT,36609,86.0,0
Sara,26.0,Sales,88769,85.0,1
Noor,29.0,HR,77397,91.0,7
Khalid,15.0,Marketing,79322,89.0,8
Noor,34.0,IT,35151,86.0,9
Khalid,34.0,Sales,36406,85.0,12
Khalid,36.0,Finance,92678,77.0,6
Mona,23.0,IT,77062,82.0,12
Ali,29.0,Marketing,110429,83.0,0
Mona,35.0,HR,62956,63.0,14
Khalid,35.0,IT,83830,100.0,14
Lina,37.0,IT,102681,62.0,11
Hassan,31.0,Sales,43133,89.0,3
Khalid,30.0,Finance,42209,,9
Mona,22.0,Finance,104681,66.0,7
Lina,35.0,HR,84345,98.0,13
Mona,28.0,Marketing,72585,81.0,12
Noor,30.0,HR,64638,100.0,4
Zara,30.0,IT,50645,90.0,0
Fahad,18.0,IT,48408,72.0,6
Sara,26.0,Finance,42521,100.0,5
Mona,32.0,Marketing,117414,100.0,8
Sara,30.0,Sales,68221,88.0,3
Omar,32.0,Marketing,51086,87.0,3
Mona,34.0,IT,46923,78.0,7
Zara,26.0,Sales,111761,82.0,13
Sara,27.0,Marketing,37202,67.0,13
Khalid,29.0,Marketing,67206,84.0,3
Mona,34.0,Sales,49885,97.0,2
Ali,29.0,IT,41218,97.0,6
Fahad,,Marketing,75692,94.0,12
Zara,29.0,Sales,82689,85.0,4
Sara,34.0,IT,36716,62.0,8
Zara,37.0,Sales,46088,61.0,4
Lina,31.0,Sales,61001,64.0,8
Fahad,23.0,Marketing,52584,79.0,5
Khalid,28.0,IT,34286,71.0,5
Mona,32.0,Marketing,34739,97.0,10
Mona,34.0,HR,60158,75.0,14
Mona,33.0,HR,35605,96.0,5
Fahad,29.0,IT,86492,97.0,6
Ali,34.0,Sales,33321,95.0,11
Omar,27.0,Marketing,74541,88.0,10
Hassan,31.0,Marketing,81701,94.0,3
Noor,34.0,IT,42170,96.0,3
Sara,33.0,IT,86045,80.0,8
